"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","QFCD3MCX","QFCD_MCX","QPYP3MCX","QPYP_MCX","PRPYCELL","PRPY_ELL","QPRP3MCX","QPRP_MCX"
"20081",1880483,48,0,"1",50,"D",.,"A","2","D",.,"A"
"20081",1880704,25,0,"1",50,"D",.,"A","2","D",.,"A"
"20081",1880723,44,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1880823,68,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1880843,98,0,"1",65,"D",.,"A","2","D",.,"A"
"20081",1880933,35,0,"1",.,"A",.,"A","1","D",30,"D"
"20081",1881114,36,0,"1",45,"D",.,"A","2","D",.,"A"
"20081",1881135,39,0,"1",.,"A",10,"D","2","D",.,"A"
"20081",1881144,36,0,"1",360,"D",.,"A","2","D",.,"A"
"20081",1881153,65,0,"1",.,"A",.,"A","1","D",30,"D"
"20081",1881274,43,0,"1",.,"A",.,"A","1","D",0,"D"
"20081",1881353,36,0,"1",240,"D",.,"A","2","D",.,"A"
"20081",1881393,73,0,"1",.,"A",.,"A","1","D",99,"D"
"20081",1881473,41,0,"1",.,"A",.,"A","1","D",220,"D"
"20081",1881533,63,0,"1",.,"A",.,"A","1","D",70,"D"
"20081",1881723,26,0,"1",39,"D",.,"A","2","D",.,"A"
"20081",1881753,21,0,"1",.,"A",.,"A","1","D",10,"D"
"20081",1881835,32,0,"1",.,"A",.,"A","1","D",150,"D"
"20081",1881873,29,0,"1",80,"D",.,"A","2","D",.,"A"
"20081",1881883,70,0,"1",.,"A",.,"A","1","D",40,"D"
"20081",1881934,57,0,"1",5,"D",.,"A","2","D",.,"A"
"20081",1882123,46,0,"1",.,"A",.,"A","1","D",100,"D"
"20081",1882393,55,0,"1",.,"A",.,"A","","C",.,"A"
"20081",1882413,122,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1882783,57,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1882803,74,0,"1",100,"D",.,"A","2","D",.,"A"
"20081",1882834,47,0,"1",.,"A",.,"A","1","D",160,"D"
"20081",1882883,45,0,"1",.,"A",.,"A","1","D",30,"D"
"20081",1882963,58,0,"1",.,"A",.,"A","","C",.,"A"
"20081",1883103,58,0,"1",10,"D",.,"A","2","D",.,"A"
"20081",1883262,19,0,"1",.,"A",.,"A","","C",.,"A"
"20081",1883292,22,0,"1",.,"A",.,"A","1","D",300,"D"
"20081",1883592,47,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1883895,20,0,"1",38,"F",.,"A","1","D",150,"D"
"20081",1884062,69,0,"1",30,"D",.,"A","1","D",15,"D"
"20081",1884082,26,0,"1",28,"D",.,"A","2","D",.,"A"
"20081",1884162,40,0,"1",.,"A",0,"D","2","D",.,"A"
"20081",1884312,57,0,"1",17,"D",.,"A","2","D",.,"A"
"20081",1884372,62,0,"1",25,"D",.,"A","2","D",.,"A"
"20081",1884445,43,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1884462,30,0,"1",900,"D",.,"A","2","D",.,"A"
"20081",1884592,28,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1884652,37,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1884722,22,0,"1",.,"A",.,"A","1","D",60,"D"
"20081",1884743,45,0,"1",21,"D",.,"A","2","D",.,"A"
"20081",1884854,55,0,"1",80,"D",.,"A","2","D",.,"A"
"20081",1884872,72,0,"1",1,"D",.,"A","2","D",.,"A"
"20081",1884902,20,0,"1",.,"A",.,"A","1","D",60,"D"
"20081",1884932,63,0,"1",34,"D",.,"A","2","D",.,"A"
"20081",1884955,52,0,"1",10,"D",.,"A","2","D",.,"A"
"20081",1885112,35,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1885132,72,0,"1",.,"A",.,"A","1","D",55,"D"
"20081",1885182,67,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1885372,81,0,"1",10,"D",.,"A","2","D",.,"A"
"20081",1885382,61,0,"1",.,"A",.,"A","1","D",40,"D"
"20081",1885712,46,0,"1",.,"A",.,"A","1","D",15,"D"
"20081",1885742,41,0,"1",750,"D",.,"A","2","D",.,"A"
"20081",1886022,51,0,"1",33,"D",.,"A","2","D",.,"A"
"20081",1886075,28,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1886182,62,0,"1",50,"D",.,"A","2","D",.,"A"
"20081",1886242,50,0,"1",.,"A",1,"D","1","D",70,"D"
"20081",1886462,41,0,"1",5,"D",.,"A","2","D",.,"A"
"20081",1886692,33,0,"1",.,"A",.,"A","","C",.,"A"
"20081",1886732,69,0,"1",33,"D",.,"A","2","D",.,"A"
"20081",1886782,57,0,"1",.,"A",.,"A","1","D",25,"D"
"20081",1886835,29,0,"1",15,"D",14,"D","2","D",.,"A"
"20081",1887022,45,0,"1",5,"D",.,"A","2","D",.,"A"
"20081",1887043,46,0,"1",.,"A",.,"A","1","D",24,"D"
"20081",1887072,36,0,"1",50,"D",.,"A","2","D",.,"A"
"20081",1887212,53,0,"1",45,"D",.,"A","2","D",.,"A"
"20081",1887252,68,0,"1",35,"D",.,"A","2","D",.,"A"
"20081",1887622,26,0,"1",240,"D",.,"A","2","D",.,"A"
"20081",1887633,36,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1887772,57,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1887792,96,0,"1",.,"A",.,"A","1","D",60,"D"
"20081",1887843,52,0,"1",.,"A",20,"D","1","D",40,"D"
"20081",1887982,34,0,"1",240,"D",.,"A","2","D",.,"A"
"20081",1888015,30,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1888075,30,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1888122,30,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1888142,40,0,"1",.,"A",.,"A","1","D",120,"D"
"20081",1888262,31,0,"1",.,"A",.,"A","","C",.,"A"
"20081",1888305,23,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1888382,38,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1888434,30,0,"1",35,"D",.,"A","2","D",.,"A"
"20081",1888452,74,0,"1",.,"A",.,"A","1","D",75,"D"
"20081",1888462,54,0,"1",.,"A",.,"A","1","D",90,"D"
"20081",1888762,34,0,"1",50,"D",.,"A","2","D",.,"A"
"20081",1888802,34,0,"1",5,"D",.,"A","2","D",.,"A"
"20081",1888812,83,0,"1",0,"D",.,"A","1","D",212,"D"
"20081",1889092,45,0,"1",10,"D",.,"A","2","D",.,"A"
"20081",1889162,61,0,"1",25,"D",.,"A","2","D",.,"A"
"20081",1889242,39,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1889422,27,0,"1",15,"D",.,"A","2","D",.,"A"
"20081",1889482,28,0,"1",15,"D",.,"A","2","D",.,"A"
"20081",1889532,37,0,"1",.,"A",.,"A","1","D",0,"D"
"20081",1889642,58,0,"1",5,"D",.,"A","2","D",.,"A"
"20081",1889762,26,0,"1",.,"A",0,"D","2","D",.,"A"
"20081",1889792,42,0,"1",.,"A",0,"D","2","D",.,"A"
"20081",1889883,24,0,"1",.,"A",5,"D","2","D",.,"A"
"20081",1889962,63,0,"1",.,"A",.,"A","1","D",85,"D"
"20081",1890012,57,0,"1",.,"A",2,"D","2","D",.,"A"
"20081",1890232,53,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1890292,69,0,"1",100,"D",.,"A","2","D",.,"A"
"20081",1890312,54,0,"1",.,"A",.,"A","1","D",30,"D"
"20081",1890343,27,0,"1",.,"A",.,"A","","C",.,"A"
"20081",1890362,38,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1890392,32,0,"1",100,"D",.,"A","2","D",.,"A"
"20081",1890472,69,0,"1",.,"A",.,"A","1","D",45,"D"
"20081",1890562,63,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1890744,44,0,"1",25,"D",5,"D","2","D",.,"A"
"20081",1890862,33,0,"1",.,"A",.,"A","1","D",60,"D"
"20081",1890902,30,0,"1",6,"D",.,"A","2","D",.,"A"
"20081",1890925,51,0,"1",100,"D",.,"A","2","D",.,"A"
"20081",1890962,47,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1891152,40,0,"1",.,"A",.,"A","1","D",100,"D"
"20081",1891222,19,0,"1",6,"D",.,"A","2","D",.,"A"
"20081",1891314,63,0,"1",10,"D",.,"A","2","D",.,"A"
"20081",1891322,40,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1891462,69,0,"1",.,"A",.,"A","1","D",128,"D"
"20081",1891572,45,0,"1",.,"A",.,"A","1","D",100,"D"
"20081",1891682,39,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1891742,72,0,"1",15,"D",.,"A","2","D",.,"A"
"20081",1891832,66,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1891872,40,0,"1",.,"A",.,"A","1","D",120,"D"
"20081",1891952,51,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1892063,23,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1892242,46,0,"1",.,"A",.,"A","1","D",70,"D"
"20081",1892332,38,0,"1",.,"A",12,"D","2","D",.,"A"
"20081",1892402,57,0,"1",.,"A",.,"A","1","D",25,"D"
"20081",1892745,19,0,"1",.,"A",95,"D","2","D",.,"A"
"20081",1892844,50,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1892862,30,0,"1",26,"D",.,"A","2","D",.,"A"
"20081",1892883,58,0,"1",37,"D",.,"A","2","D",.,"A"
"20081",1893033,51,0,"1",.,"A",.,"A","1","D",85,"D"
"20081",1893082,37,0,"1",50,"D",.,"A","2","D",.,"A"
"20081",1893122,47,0,"1",.,"A",.,"A","1","D",1,"D"
"20081",1893232,33,0,"1",.,"A",.,"A","1","D",100,"D"
"20081",1893384,32,0,"1",.,"A",.,"A","1","D",100,"D"
"20081",1893392,54,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1893402,30,0,"1",129,"D",.,"A","2","D",.,"A"
"20081",1893442,25,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1893463,32,0,"1",18,"D",.,"A","2","D",.,"A"
"20081",1893513,35,0,"1",.,"A",.,"A","1","D",90,"D"
"20081",1893683,32,0,"1",.,"A",.,"A","1","D",100,"D"
"20081",1893852,35,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1893892,65,0,"1",.,"A",.,"A","1","D",0,"D"
"20081",1893962,35,0,"1",.,"A",.,"A","1","D",90,"D"
"20081",1894175,28,0,"1",50,"D",.,"A","2","D",.,"A"
"20081",1894272,60,0,"1",10,"D",.,"A","2","D",.,"A"
"20081",1894404,37,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1894413,38,0,"1",5,"D",.,"A","2","D",.,"A"
"20081",1894523,23,0,"1",.,"A",20,"D","2","D",.,"A"
"20081",1894562,33,0,"1",300,"D",.,"A","2","D",.,"A"
"20081",1894592,34,0,"1",70,"D",.,"A","2","D",.,"A"
"20081",1894622,32,0,"1",15,"D",.,"A","2","D",.,"A"
"20081",1894832,29,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1894892,19,0,"1",.,"A",.,"A","","C",.,"A"
"20081",1895002,26,0,"1",.,"A",.,"A","1","D",30,"D"
"20081",1895012,31,0,"1",25,"D",.,"A","2","D",.,"A"
"20081",1895042,47,0,"1",35,"D",.,"A","2","D",.,"A"
"20081",1895112,71,0,"1",65,"D",2,"D","1","D",200,"D"
"20081",1895172,42,0,"1",90,"D",.,"A","2","D",.,"A"
"20081",1895202,59,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1895212,57,0,"1",.,"A",1,"D","2","D",.,"A"
"20081",1895262,36,0,"1",15,"D",.,"A","2","D",.,"A"
"20081",1895302,74,0,"1",.,"A",.,"A","1","D",120,"D"
"20081",1895312,38,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1895342,42,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1895372,69,0,"1",.,"A",.,"A","1","D",80,"D"
"20081",1895494,55,0,"1",.,"A",.,"A","1","D",120,"D"
"20081",1895502,43,0,"1",.,"A",0,"D","1","D",80,"D"
"20081",1895542,64,0,"1",.,"A",.,"A","1","D",45,"D"
"20081",1895932,36,0,"1",85,"D",.,"A","2","D",.,"A"
"20081",1895982,59,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1895992,34,0,"1",.,"A",7,"D","2","D",.,"A"
"20081",1896122,79,0,"1",140,"D",30,"D","2","D",.,"A"
"20081",1896382,61,0,"1",10,"D",.,"A","2","D",.,"A"
"20081",1896442,47,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1896512,32,0,"1",.,"A",.,"A","1","D",170,"D"
"20081",1896602,47,0,"1",.,"A",10,"D","2","D",.,"A"
"20081",1896632,51,0,"1",.,"A",.,"A","1","D",17,"D"
"20081",1896654,23,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1896662,37,0,"1",.,"A",.,"A","1","D",80,"D"
"20081",1896682,30,0,"1",90,"D",.,"A","2","D",.,"A"
"20081",1896742,40,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1896782,55,0,"1",.,"A",.,"A","1","D",90,"D"
"20081",1896792,40,0,"1",5,"D",.,"A","2","D",.,"A"
"20081",1897122,35,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1897152,67,0,"1",15,"D",.,"A","2","D",.,"A"
"20081",1897214,35,0,"1",100,"D",.,"A","2","D",.,"A"
"20081",1897332,50,0,"1",250,"D",.,"A","1","D",0,"D"
"20081",1897445,25,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1897475,34,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1897484,31,0,"1",.,"A",.,"A","1","D",240,"D"
"20081",1897543,35,0,"1",45,"D",.,"A","2","D",.,"A"
"20081",1897762,44,0,"1",.,"A",.,"A","1","D",0,"D"
"20081",1898014,65,0,"1",.,"A",.,"A","1","D",100,"D"
"20081",1898032,39,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1898052,60,0,"1",120,"D",.,"A","1","D",20,"D"
"20081",1898202,49,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1898242,25,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1898282,60,0,"1",55,"D",.,"A","2","D",.,"A"
"20081",1898392,52,0,"1",300,"D",.,"A","2","D",.,"A"
"20081",1898492,67,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1898702,75,0,"1",10,"D",.,"A","2","D",.,"A"
"20081",1898763,34,0,"1",.,"A",.,"A","2","D",.,"A"
"20081",1898782,20,0,"1",.,"A",2,"D","2","D",.,"A"
"20081",1899202,50,0,"1",55,"D",.,"A","2","D",.,"A"
"20081",1899332,42,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1899383,25,0,"1",.,"A",.,"A","","C",.,"A"
"20081",1899412,44,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1899422,35,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1899452,89,0,"1",.,"A",.,"A","1","D",52,"D"
"20081",1899523,29,0,"1",240,"D",.,"A","2","D",.,"A"
"20081",1899563,27,0,"1",.,"A",.,"A","1","D",160,"D"
"20081",1899602,55,0,"1",55,"D",.,"A","2","D",.,"A"
"20081",1899772,54,0,"1",65,"D",.,"A","2","D",.,"A"
"20081",1899845,33,0,"1",10,"D",.,"A","2","D",.,"A"
"20081",1899943,26,0,"1",180,"D",.,"A","2","D",.,"A"
"20081",1900003,26,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1900153,21,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1900182,62,0,"1",.,"A",.,"A","2","D",.,"A"
"20081",1900193,33,0,"1",125,"D",.,"A","2","D",.,"A"
"20081",1900212,23,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1900232,23,0,"1",30,"D",1,"D","2","D",.,"A"
"20081",1900253,45,0,"1",.,"A",.,"A","1","D",10,"D"
"20081",1900372,25,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1900454,30,0,"1",60,"D",.,"A","2","D",.,"A"
"20081",1900492,50,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1900542,34,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1900582,43,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1900602,43,0,"1",80,"D",.,"A","2","D",.,"A"
"20081",1900692,53,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1900903,21,0,"1",75,"D",.,"A","2","D",.,"A"
"20081",1900922,31,0,"1",.,"A",.,"A","1","D",0,"D"
"20081",1900932,35,0,"1",45,"D",.,"A","2","D",.,"A"
"20081",1901022,90,0,"1",.,"A",.,"A","1","D",26,"D"
"20081",1901142,58,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1901355,21,0,"1",.,"A",.,"A","","C",.,"A"
"20081",1901403,45,0,"1",85,"F",.,"A","2","D",.,"A"
"20081",1901462,61,0,"1",540,"D",.,"A","2","D",.,"A"
"20081",1901532,72,0,"1",.,"A",.,"A","1","D",60,"D"
"20081",1901572,102,0,"1",15,"D",.,"A","2","D",.,"A"
"20081",1901642,84,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1901692,59,0,"1",.,"A",.,"A","1","D",114,"D"
"20081",1901782,70,0,"1",.,"A",.,"A","1","D",40,"D"
"20081",1901803,40,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1901822,55,0,"1",.,"A",.,"A","1","D",120,"D"
"20081",1901892,32,0,"1",10,"D",.,"A","2","D",.,"A"
"20081",1901922,82,0,"1",.,"A",.,"A","1","D",30,"D"
"20081",1902092,30,0,"1",.,"A",0,"D","2","D",.,"A"
"20081",1902113,46,0,"1",200,"D",.,"A","2","D",.,"A"
"20081",1902212,42,0,"1",18,"D",.,"A","2","D",.,"A"
"20081",1902402,50,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1902755,43,0,"1",300,"D",.,"A","2","D",.,"A"
"20081",1902944,59,0,"1",.,"A",.,"A","1","D",320,"D"
"20081",1903042,60,0,"1",50,"D",.,"A","2","D",.,"A"
"20081",1903143,112,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1903172,34,0,"1",64,"F",.,"A","2","D",.,"A"
"20081",1903312,43,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1903384,30,0,"1",50,"D",.,"A","2","D",.,"A"
"20081",1903472,20,0,"1",.,"A",.,"A","","C",.,"A"
"20081",1903522,37,0,"1",90,"D",.,"A","2","D",.,"A"
"20081",1903564,31,0,"1",45,"D",.,"A","2","D",.,"A"
"20081",1903572,96,0,"1",5,"D",.,"A","2","D",.,"A"
"20081",1904042,28,0,"1",55,"D",.,"A","2","D",.,"A"
"20081",1904114,31,0,"1",20,"D",.,"A","1","D",0,"D"
"20081",1904122,54,0,"1",.,"A",.,"A","1","D",58,"D"
"20081",1904132,30,0,"1",.,"A",.,"A","1","D",150,"D"
"20081",1904192,55,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1904362,40,0,"1",.,"A",50,"D","2","D",.,"A"
"20081",1904413,24,0,"1",64,"F",.,"A","2","D",.,"A"
"20081",1904422,55,0,"1",80,"D",.,"A","2","D",.,"A"
"20081",1904502,23,0,"1",25,"D",.,"A","2","D",.,"A"
"20081",1904582,41,0,"1",40,"D",.,"A","2","D",.,"A"
"20081",1904732,56,0,"1",120,"D",.,"A","2","D",.,"A"
"20081",1904742,120,0,"1",30,"D",.,"A","2","D",.,"A"
"20081",1904752,74,0,"1",0,"D",.,"A","2","D",.,"A"
"20081",1904913,48,0,"1",.,"A",.,"A","1","D",50,"D"
"20081",1904942,75,0,"1",.,"A",.,"A","1","D",280,"D"
"20081",1904952,49,0,"1",.,"A",.,"A","1","D",120,"D"
"20081",1904992,38,0,"1",15,"D",.,"A","2","D",.,"A"
"20081",1905002,24,0,"1",50,"D",.,"A","2","D",.,"A"
"20081",1905215,31,0,"1",.,"A",.,"A","1","D",140,"D"
"20081",1905292,41,0,"1",.,"A",.,"A","1","D",20,"D"
"20081",1905392,66,0,"1",100,"D",.,"A","2","D",.,"A"
"20081",1905572,27,0,"1",10,"D",0,"D","2","D",.,"A"
"20081",1905602,49,0,"1",20,"D",.,"A","2","D",.,"A"
"20081",1905622,45,0,"1",20,"D",.,"A","2","D",.,"A"
"20082",1838365,54,0,"1",.,"A",.,"A","1","D",19,"D"
"20082",1838465,95,0,"1",.,"A",.,"A","1","D",130,"D"
"20082",1838605,54,0,"1",30,"D",.,"A","2","D",.,"A"
"20082",1838655,51,0,"1",15,"D",.,"A","2","D",.,"A"
"20082",1839095,19,0,"1",.,"A",8,"D","2","D",.,"A"
"20082",1839305,38,0,"1",200,"D",.,"A","2","D",.,"A"
"20082",1839375,57,0,"1",.,"A",.,"A","1","D",300,"D"
"20082",1839445,56,0,"1",.,"A",0,"D","2","D",.,"A"
"20082",1839815,76,0,"1",.,"A",.,"A","1","D",80,"D"
"20082",1839845,39,0,"1",60,"D",.,"A","2","D",.,"A"
"20082",1840195,42,0,"1",60,"D",.,"A","2","D",.,"A"
"20082",1840375,69,0,"1",10,"D",.,"A","2","D",.,"A"
"20082",1840455,34,0,"1",60,"D",.,"A","2","D",.,"A"
"20082",1840475,48,0,"1",0,"D",.,"A","2","D",.,"A"
"20082",1840725,41,0,"1",0,"D",.,"A","2","D",.,"A"
"20082",1840915,45,0,"1",.,"A",.,"A","1","D",0,"D"
"20082",1840935,52,0,"1",.,"A",.,"A","1","D",76,"F"
"20082",1840995,55,0,"1",165,"D",.,"A","2","D",.,"A"
"20082",1841135,42,0,"1",10,"D",.,"A","2","D",.,"A"
"20082",1841295,26,0,"1",10,"D",.,"A","2","D",.,"A"
"20082",1841425,68,0,"1",.,"A",.,"A","1","D",40,"D"
"20082",1841535,46,0,"1",.,"A",.,"A","1","D",0,"D"
"20082",1841605,36,0,"1",30,"D",.,"A","2","D",.,"A"
"20082",1841835,44,0,"1",.,"A",9,"D","2","D",.,"A"
"20082",1841935,56,0,"1",30,"D",.,"A","2","D",.,"A"
"20082",1842125,30,0,"1",0,"D",.,"A","2","D",.,"A"
"20082",1842145,61,0,"1",.,"A",.,"A","1","D",20,"D"
"20082",1842235,64,0,"1",.,"A",.,"A","1","D",100,"D"
"20082",1842305,22,0,"1",30,"D",.,"A","2","D",.,"A"
"20082",1842765,33,0,"1",0,"D",.,"A","2","D",.,"A"
"20082",1842805,76,0,"1",.,"A",.,"A","1","D",33,"D"
"20082",1843715,49,0,"1",20,"D",.,"A","2","D",.,"A"
"20082",1844105,33,0,"1",.,"A",.,"A","","C",.,"A"
"20082",1844215,34,0,"1",105,"D",.,"A","2","D",.,"A"
"20082",1844615,73,0,"1",30,"D",.,"A","2","D",.,"A"
"20082",1844835,74,0,"1",0,"D",.,"A","2","D",.,"A"
"20082",1845165,52,0,"1",25,"D",.,"A","2","D",.,"A"
"20082",1845175,40,0,"1",35,"D",.,"A","2","D",.,"A"
"20082",1845385,74,0,"1",60,"D",.,"A","2","D",.,"A"
"20082",1845455,45,0,"1",.,"A",.,"A","1","D",35,"D"
"20082",1845505,39,0,"1",20,"D",.,"A","2","D",.,"A"
"20082",1845795,40,0,"1",60,"D",.,"A","2","D",.,"A"
"20082",1845875,34,0,"1",60,"D",.,"A","1","D",129,"D"
"20082",1845985,28,0,"1",.,"A",.,"A","1","D",20,"D"
"20082",1846125,105,0,"1",130,"D",5,"F","2","D",.,"A"
"20082",1846155,26,0,"1",.,"A",9,"D","1","D",20,"D"
"20082",1846465,40,0,"1",60,"D",.,"A","2","D",.,"A"
"20082",1846825,53,0,"1",20,"D",.,"A","2","D",.,"A"
"20082",1847215,80,0,"1",.,"A",.,"A","1","D",100,"D"
"20082",1847745,29,0,"1",60,"D",.,"A","2","D",.,"A"
"20082",1847825,31,0,"1",.,"A",.,"A","1","D",60,"D"
"20082",1847865,43,0,"1",.,"A",.,"A","1","D",40,"D"
"20082",1847915,47,0,"1",10,"D",.,"A","2","D",.,"A"
"20082",1848065,37,0,"1",40,"D",.,"A","2","D",.,"A"
"20082",1848075,74,0,"1",.,"A",.,"A","1","D",20,"D"
"20082",1848365,49,0,"1",20,"D",.,"A","2","D",.,"A"
"20082",1848485,65,0,"1",.,"A",.,"A","1","D",117,"D"
"20082",1848545,41,0,"1",30,"D",.,"A","2","D",.,"A"
"20082",1848695,33,0,"1",80,"D",.,"A","2","D",.,"A"
"20082",1848755,81,0,"1",20,"D",.,"A","2","D",.,"A"
"20082",1849035,61,0,"1",.,"A",.,"A","1","D",106,"D"
"20082",1849085,34,0,"1",.,"A",.,"A","1","D",0,"D"
"20082",1849115,32,0,"1",.,"A",.,"A","1","D",160,"D"
"20082",1849265,47,0,"1",.,"A",.,"A","","C",.,"A"
"20082",1849455,27,0,"1",40,"D",.,"A","2","D",.,"A"
"20082",1849655,37,0,"1",30,"D",.,"A","2","D",.,"A"
"20082",1850105,40,0,"1",.,"A",.,"A","1","D",40,"D"
"20082",1850125,28,0,"1",8,"D",3,"D","2","D",.,"A"
"20082",1850375,36,0,"1",25,"D",.,"A","2","D",.,"A"
"20082",1850685,48,0,"1",70,"D",.,"A","2","D",.,"A"
"20082",1850835,75,0,"1",30,"D",.,"A","2","D",.,"A"
"20082",1850995,49,0,"1",80,"D",.,"A","2","D",.,"A"
"20082",1851495,38,0,"1",.,"A",10,"D","2","D",.,"A"
"20082",1851725,53,0,"1",.,"A",.,"A","1","D",39,"D"
"20082",1851935,85,0,"1",25,"D",.,"A","2","D",.,"A"
"20082",1852105,49,0,"1",.,"A",.,"A","1","D",120,"D"
"20082",1852515,49,0,"1",.,"A",.,"A","1","D",70,"D"
"20082",1852565,43,0,"1",30,"D",.,"A","2","D",.,"A"
"20082",1852575,49,0,"1",.,"A",.,"A","1","D",20,"D"
"20082",1852725,38,0,"1",20,"D",.,"A","2","D",.,"A"
"20082",1852905,44,0,"1",.,"A",.,"A","1","D",0,"D"
"20082",1853105,76,0,"1",25,"D",.,"A","2","D",.,"A"
"20082",1853145,73,0,"1",.,"A",.,"A","1","D",100,"D"
"20082",1853165,50,0,"1",.,"A",.,"A","1","D",20,"D"
"20082",1853275,45,0,"1",75,"D",.,"A","2","D",.,"A"
"20082",1853425,63,0,"1",400,"D",.,"A","2","D",.,"A"
"20082",1853565,79,0,"1",.,"A",.,"A","1","D",100,"D"
"20082",1853685,37,0,"1",.,"A",.,"A","1","D",0,"D"
"20082",1854105,41,0,"1",70,"D",.,"A","2","D",.,"A"
"20082",1854445,57,0,"1",30,"D",.,"A","2","D",.,"A"
"20082",1854875,50,0,"1",.,"A",1,"D","2","D",.,"A"
"20082",1854965,71,0,"1",20,"D",.,"A","2","D",.,"A"
"20082",1854985,25,0,"1",.,"A",.,"A","1","D",30,"D"
"20082",1855345,62,0,"1",.,"A",16,"D","2","D",.,"A"
"20082",1855355,43,0,"1",.,"A",.,"A","1","D",30,"D"
"20082",1855725,79,0,"1",.,"A",.,"A","1","D",21,"D"
"20082",1855735,24,0,"1",.,"A",.,"A","1","D",30,"D"
"20082",1855765,46,0,"1",.,"A",4,"D","2","D",.,"A"
"20082",1856015,84,0,"1",0,"D",4,"D","2","D",.,"A"
"20082",1856065,59,0,"1",.,"A",.,"A","1","D",15,"D"
"20082",1856145,41,0,"1",.,"A",0,"D","2","D",.,"A"
"20082",1856335,43,0,"1",.,"A",.,"A","1","D",240,"D"
"20082",1856385,26,0,"1",.,"A",.,"A","1","D",90,"D"
"20082",1856685,58,0,"1",100,"D",.,"A","2","D",.,"A"
"20082",1856755,25,0,"1",.,"A",.,"A","1","D",135,"D"
"20082",1857105,39,0,"1",15,"D",.,"A","2","D",.,"A"
"20082",1857195,51,0,"1",30,"D",.,"A","2","D",.,"A"
