"QYEAR","NEWID","SEQNO","ALCNO","REC_ORIG","SAMP_UN","SAMP_UN_","RTELECT","RTELECT_","RTGAS","RTGAS_","RTWATER","RTWATER_","RTHEAT","RTHEAT_","RTTRASH","RTTRASH_","RTASPAY","RTASPAY_","RTCOMPX","RTCOMPX_","RTBSNSZ","RTBSNSZ_","JRTPAYQV","JRTP_YQV","QRT3MCMX","RTTELEPH","QRT3_CMX","RTTE_EPH","RTTVCABL","RTTV_ABL","RTINTRNT","RTIN_RNT","RTFUNSH","RTFUNSH_"
"20124",2587492,33,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",4200,"2","D","D","2","D","2","D","2","D"
"20124",2587535,24,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1950,"2","D","D","2","D","2","D","2","D"
"20124",2587543,21,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",900,"2","D","D","2","D","2","D","2","D"
"20124",2587562,30,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1272,"2","D","D","2","D","2","D","2","D"
"20124",2587632,21,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",54,"2","F","D","2","D","2","D","2","D"
"20124",2587692,30,0,"1","1","D",,"A",,"A",,"A",,"A",,"A","1","D",550,"D",.,"A",1650,"D",.,,"A","A",,"A",,"A",,"A"
"20124",2587782,20,0,"1","1","D","2","D","2","D","1","D","1","D","2","D","2","D",.,"A",.,"A",.,"A",4050,"2","D","D","2","D","2","D","2","D"
"20124",2587822,21,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3210,"2","D","D","2","D","2","D","2","D"
"20124",2587882,25,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1275,"2","D","D","2","D","2","D","2","D"
"20124",2587932,16,0,"1","1","D","2","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3768,"2","D","D","2","D","2","D","2","D"
"20124",2587992,42,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2460,"2","D","D","2","D","2","D","2","D"
"20124",2588072,19,0,"1","1","D","1","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1800,"2","D","D","1","D","2","D","2","D"
"20124",2588102,40,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2730,"2","D","D","2","D","2","D","2","D"
"20124",2588124,26,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1950,"2","D","D","2","D","2","D","2","D"
"20124",2588202,21,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1626,"2","D","D","2","D","2","D","2","D"
"20124",2588262,18,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2550,"2","D","D","2","D","2","D","2","D"
"20124",2588272,46,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2550,"2","D","D","2","D","2","D","2","D"
"20124",2588294,23,0,"1","1","D",,"A",,"A",,"A",,"A",,"A","1","D",925,"D",.,"A",2775,"D",.,,"A","A",,"A",,"A",,"A"
"20124",2588322,35,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2850,"2","D","D","2","D","2","D","2","D"
"20124",2588382,21,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",780,"1","D","D","1","D","1","D","1","D"
"20124",2588462,17,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1350,"1","D","D","2","D","2","D","2","D"
"20124",2588472,20,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2595,"2","D","D","2","D","2","D","2","D"
"20124",2588493,21,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",900,"2","D","D","2","D","2","D","2","D"
"20124",2588543,31,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1800,"2","D","D","2","D","2","D","2","D"
"20124",2588554,51,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3885,"2","D","D","2","D","2","D","2","D"
"20124",2588632,18,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",4800,"2","D","D","2","D","2","D","2","D"
"20124",2588682,32,0,"1","1","D","1","D","1","D","1","D","1","D","2","D","2","D",.,"A",.,"A",.,"A",1800,"2","D","D","2","D","2","D","2","D"
"20124",2588712,82,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1500,"2","D","D","2","D","2","D","2","D"
"20124",2588752,21,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",8061,"2","T","D","2","D","2","D","2","D"
"20124",2588822,55,0,"1","1","D","2","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1965,"2","D","D","2","D","2","D","2","D"
"20124",2588832,35,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2052,"2","D","D","2","D","2","D","2","D"
"20124",2588952,18,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1050,"2","D","D","2","D","2","D","2","D"
"20124",2588982,35,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1800,"2","D","D","2","D","2","D","2","D"
"20124",2588992,24,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3000,"2","D","D","2","D","2","D","2","D"
"20124",2589042,31,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",4350,"2","D","D","2","D","2","D","2","D"
"20124",2589072,19,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","1","D",.,"C",.,"A",790,"D",678,"2","D","D","2","D","2","D","2","D"
"20124",2589122,19,0,"1","1","D","1","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1725,"2","D","D","2","D","2","D","2","D"
"20124",2589172,31,0,"1","1","D","2","D","1","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",930,"2","D","D","2","D","2","D","2","D"
"20124",2589172,32,0,"1","2","D","2","D","1","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",647,"2","D","D","2","D","2","D","2","D"
"20124",2589182,23,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",8061,"2","T","D","2","D","2","D","2","D"
"20124",2589202,25,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",816,"2","D","D","2","D","2","D","2","D"
"20124",2589252,53,0,"1","1","D","2","D","2","D","1","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3225,"2","D","D","2","D","2","D","2","D"
"20124",2589282,35,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",975,"2","D","D","2","D","2","D","2","D"
"20124",2589332,17,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1905,"1","D","D","1","D","1","D","1","D"
"20124",2589382,27,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",8061,"2","T","D","2","D","2","D","2","D"
"20124",2589412,45,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3435,"2","D","D","2","D","2","D","2","D"
"20124",2589522,16,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",600,"2","D","D","2","D","2","D","2","D"
"20124",2589542,26,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",5400,"2","F","D","2","D","2","D","2","D"
"20124",2589582,24,0,"1","1","D","2","D","1","D","2","D","1","D","2","D","2","D",.,"A",.,"A",.,"A",1260,"2","D","D","2","D","2","D","2","D"
"20124",2589742,25,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2150,"2","D","D","2","D","2","D","2","D"
"20124",2589822,67,0,"1","1","D",,"A",,"A",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,,"A","A",,"A",,"A",,"A"
"20124",2589872,19,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1500,"2","D","D","2","D","2","D","2","D"
"20124",2589932,18,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1950,"2","D","D","2","D","2","D","2","D"
"20124",2589942,30,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2100,"2","D","D","2","D","2","D","2","D"
"20124",2589972,18,0,"1","1","D","2","D","1","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2160,"2","D","D","2","D","2","D","2","D"
"20124",2589992,46,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1875,"2","D","D","2","D","2","D","2","D"
"20124",2590012,38,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3600,"2","D","D","2","D","2","D","2","D"
"20124",2590072,35,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2100,"2","D","D","2","D","2","D","2","D"
"20124",2590082,20,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3750,"2","D","D","2","D","2","D","2","D"
"20124",2590112,26,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1200,"2","D","D","2","D","2","D","2","D"
"20124",2590122,50,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",4046,"2","D","D","2","D","2","D","2","D"
"20124",2590134,36,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1200,"2","D","D","2","D","2","D","2","D"
"20124",2590142,28,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3900,"2","D","D","2","D","2","D","2","D"
"20124",2590202,23,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","1","D",700,"F",.,"A",0,"F",1400,"2","F","D","2","D","2","D","2","D"
"20124",2590212,27,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1650,"2","D","D","2","D","2","D","2","D"
"20124",2590292,20,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3075,"2","D","D","2","D","2","D","2","D"
"20124",2590332,49,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",4965,"2","D","D","2","D","2","D","2","D"
"20124",2590442,45,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","1","D",1200,"D",.,"A",0,"D",2700,"2","D","D","2","D","2","D","2","D"
"20124",2590533,35,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2277,"2","D","D","2","D","2","D","2","D"
"20124",2590542,23,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3300,"2","D","D","2","D","2","D","2","D"
"20124",2590592,39,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",0.1,"D",.,"A",8061,"2","T","D","2","D","2","D","2","D"
"20124",2590602,33,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",600,"2","D","D","2","D","2","D","2","D"
"20124",2590622,24,0,"1","1","D","1","D","1","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2700,"2","D","D","2","D","2","D","2","D"
"20124",2590722,48,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",4500,"2","D","D","2","D","2","D","2","D"
"20124",2590732,37,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2250,"2","D","D","2","D","2","D","2","D"
"20124",2590762,28,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1050,"2","D","D","2","D","1","D","2","D"
"20124",2590782,28,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1800,"2","D","D","2","D","2","D","2","D"
"20124",2590822,22,0,"1","1","D","1","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2850,"2","D","D","2","D","2","D","2","D"
"20124",2590894,24,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2250,"2","D","D","2","D","2","D","2","D"
"20124",2590912,25,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2625,"2","D","D","2","D","2","D","2","D"
"20124",2590962,25,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2172,"2","D","D","2","D","2","D","2","D"
"20124",2591152,21,0,"1","1","D","2","D","1","D","1","D","2","D","1","D","1","D",837,"D",.,"A",1836,"D",675,"2","D","D","2","D","2","D","2","D"
"20124",2591192,26,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1500,"2","D","D","2","D","2","D","2","D"
"20124",2591212,37,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1195,"2","D","D","2","D","2","D","2","D"
"20124",2591262,25,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1245,"2","D","D","2","D","2","D","2","D"
"20124",2591282,22,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1632,"2","D","D","2","D","2","D","2","D"
"20124",2591292,38,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3890,"2","D","D","2","D","2","D","2","D"
"20124",2591352,22,0,"1","1","D","2","D","2","D","1","D","1","D","2","D","2","D",.,"A",.,"A",.,"A",1800,"2","D","D","2","D","2","D","2","D"
"20124",2591395,28,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3900,"2","D","D","2","D","2","D","2","D"
"20124",2591542,23,0,"1","1","D","2","D",,"C","1","D",,"C","1","D","2","D",.,"A",.,"A",.,"A",1974,"2","D","D","2","D","1","D","1","D"
"20124",2591564,32,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2115,"2","D","D","2","D","2","D","2","D"
"20124",2591622,23,0,"1","1","D","1","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1500,"2","D","D","2","D","2","D","2","D"
"20124",2591642,23,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2205,"2","D","D","2","D","2","D","2","D"
"20124",2591662,46,0,"1","2","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",3226,"1","D","D","1","D","1","D","1","D"
"20124",2591662,47,0,"1","2","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",500,"1","D","D","1","D","1","D","1","D"
"20124",2591722,30,0,"1","1","D",,"A",,"A",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,,"A","A",,"A",,"A",,"A"
"20124",2591732,53,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3650,"2","D","D","2","D","2","D","2","D"
"20124",2591742,22,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1890,"2","D","D","2","D","2","D","2","D"
"20124",2591843,20,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",4380,"2","D","D","2","D","2","D","2","D"
"20124",2591912,32,0,"1","2","D",,"A",,"A",,"A",,"A",,"A","2","D",.,"A",0.5,"D",.,"A",.,,"A","A",,"A",,"A",,"A"
"20124",2591924,29,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3720,"2","D","D","2","D","2","D","2","D"
"20124",2591942,50,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",900,"2","D","D","2","D","2","D","2","D"
"20124",2592092,23,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","1","D",750,"D",.,"A",1782,"D",468,"2","D","D","2","D","2","D","2","D"
"20124",2592142,29,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1500,"2","D","D","2","D","2","D","2","D"
"20124",2592202,34,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2985,"2","D","D","2","D","2","D","2","D"
"20124",2592212,22,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1014,"2","D","D","2","D","2","D","2","D"
"20124",2592242,38,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3450,"2","D","D","2","D","2","D","2","D"
"20124",2592252,50,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2753,"2","D","D","2","D","2","D","2","D"
"20124",2592272,24,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2481,"2","D","D","2","D","2","D","2","D"
"20124",2592282,25,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1338,"2","D","D","2","D","2","D","2","D"
"20124",2592412,58,0,"1","2","D","1","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2250,"1","D","D","1","D","1","D","1","D"
"20124",2592442,26,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1500,"2","D","D","2","D","2","D","2","D"
"20124",2592552,21,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1650,"2","D","D","2","D","2","D","2","D"
"20124",2592562,30,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2430,"2","D","D","2","D","2","D","2","D"
"20124",2592692,43,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1875,"2","D","D","2","D","2","D","2","D"
"20124",2592762,22,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2550,"2","D","D","2","D","2","D","2","D"
"20124",2592782,19,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",4800,"1","F","D","1","D","2","D","1","D"
"20124",2592842,22,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2550,"2","D","D","2","D","2","D","2","D"
"20124",2592882,25,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1500,"2","D","D","2","D","2","D","2","D"
"20124",2592972,38,0,"1","1","D","2","D","1","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",8061,"2","T","D","2","D","2","D","2","D"
"20124",2593005,34,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",3900,"2","D","D","2","D","2","D","2","D"
"20124",2593062,44,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2100,"2","D","D","2","D","2","D","2","D"
"20124",2593102,26,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",8061,"2","T","D","2","D","2","D","1","D"
"20124",2593112,28,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",4950,"2","D","D","2","D","2","D","2","D"
"20124",2593172,21,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",8061,"2","T","D","2","D","2","D","2","D"
"20124",2593194,37,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",3900,"2","D","D","2","D","2","D","2","D"
"20124",2593202,41,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",4140,"2","D","D","2","D","2","D","2","D"
"20124",2593302,23,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3975,"2","D","D","2","D","2","D","2","D"
"20124",2593334,25,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2925,"2","D","D","2","D","2","D","2","D"
"20124",2593352,22,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",4200,"2","D","D","2","D","2","D","2","D"
"20124",2593392,25,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2550,"2","D","D","2","D","2","D","2","D"
"20124",2593452,26,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","1","D",350,"D",.,"A",0,"D",0,"2","D","D","2","D","2","D","2","D"
"20124",2593562,55,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2550,"2","D","D","2","D","2","D","2","D"
"20124",2593632,18,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1305,"2","D","D","2","D","2","D","2","D"
"20124",2593662,31,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2288,"2","D","D","2","D","2","D","2","D"
"20124",2593682,36,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",3375,"2","D","D","2","D","2","D","2","D"
"20124",2593692,20,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2511,"2","D","D","2","D","2","D","2","D"
"20124",2593772,27,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",714,"2","D","D","2","D","2","D","2","D"
"20124",2593893,25,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",4380,"2","D","D","2","D","2","D","2","D"
"20124",2593902,46,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2700,"2","D","D","2","D","2","D","2","D"
"20124",2593912,19,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1785,"2","D","D","2","D","2","D","2","D"
"20124",2593922,40,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2700,"2","D","D","2","D","2","D","2","D"
"20124",2594102,22,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",870,"2","D","D","2","D","2","D","2","D"
"20124",2594132,31,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",5550,"2","D","D","2","D","2","D","2","D"
"20124",2594142,40,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3285,"2","D","D","2","D","2","D","2","D"
"20124",2594162,39,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1800,"2","D","D","2","D","2","D","2","D"
"20124",2594182,18,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1350,"2","D","D","2","D","2","D","2","D"
"20124",2594222,17,0,"1","1","D","1","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1422,"2","D","D","2","D","2","D","2","D"
"20124",2594232,30,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",2100,"2","D","D","2","D","2","D","2","D"
"20124",2594252,28,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",900,"2","D","D","2","D","2","D","2","D"
"20124",2594272,43,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1125,"2","D","D","2","D","2","D","2","D"
"20124",2594304,25,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",222,"2","D","D","2","D","2","D","2","D"
"20124",2594394,25,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2550,"2","D","D","2","D","2","D","2","D"
"20124",2594582,21,0,"1","1","D","1","D","1","D","1","D","1","D","2","D","2","D",.,"A",.,"A",.,"A",2700,"2","D","D","2","D","2","D","2","D"
"20124",2594622,16,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1800,"2","D","D","2","D","2","D","2","D"
"20124",2594642,36,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1995,"2","D","D","2","D","2","D","2","D"
"20124",2594652,26,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","1","D",1100,"D",.,"A",1650,"D",1650,"2","D","D","2","D","2","D","2","D"
"20124",2594782,25,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1500,"2","D","D","2","D","2","D","2","D"
"20124",2594872,22,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","1","D",500,"D",.,"A",1056,"D",444,"2","D","D","2","D","2","D","2","D"
"20124",2594892,21,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",3300,"2","D","D","2","D","2","D","2","D"
"20124",2594924,38,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",1467,"2","D","D","2","D","2","D","2","D"
"20124",2594992,36,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",4945,"2","D","D","2","D","2","D","2","D"
"20124",2595082,17,0,"1","1","D","2","D","2","D","1","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",1950,"2","D","D","2","D","2","D","2","D"
"20124",2595092,21,0,"1","1","D","1","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1350,"2","D","D","2","D","2","D","2","D"
"20124",2595242,27,0,"1","1","D","2","D","2","D","2","D","2","D","1","D","2","D",.,"A",.,"A",.,"A",2310,"2","D","D","2","D","2","D","2","D"
"20124",2595262,19,0,"1","1","D",,"A",,"A",,"A",,"A",,"A","2","D",.,"A",.,"A",.,"A",.,,"A","A",,"A",,"A",,"A"
"20124",2595312,20,0,"1","1","D","2","D","1","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",1821,"2","D","D","2","D","2","D","2","D"
"20124",2595392,45,0,"1","1","D","2","D","2","D","2","D","2","D","2","D","2","D",.,"A",.,"A",.,"A",2925,"2","D","D","2","D","2","D","2","D"
"20124",2595412,17,0,"1","1","D","2","D","2","D","1","D","1","D","1","D","2","D",.,"A",.,"A",.,"A",834,"2","D","D","2","D","2","D","2","D"
